CustomerID,Date,SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Churned,ChurnDate
CUST001,02-05-2025,Basic,36-50,1,53,Sports,FALSE,
CUST001,03-05-2025,Basic,36-50,1,50,Sports,FALSE,
CUST001,04-05-2025,Basic,36-50,0,0,Sports,FALSE,
CUST001,05-05-2025,Basic,36-50,1,40,Sports,FALSE,
CUST001,06-05-2025,Basic,36-50,1,54,Sports,FALSE,
CUST001,07-05-2025,Basic,36-50,0,0,Sports,FALSE,
CUST001,08-05-2025,Basic,36-50,0,0,Sports,FALSE,
CUST001,09-05-2025,Basic,36-50,1,29,Sports,FALSE,
CUST001,10-05-2025,Basic,36-50,1,35,Sports,FALSE,
CUST001,11-05-2025,Basic,36-50,1,51,Sports,FALSE,
CUST001,12-05-2025,Basic,36-50,1,60,Sports,FALSE,
CUST001,13-05-2025,Basic,36-50,0,0,Sports,FALSE,
CUST001,14-05-2025,Basic,36-50,1,47,Sports,FALSE,
CUST001,15-05-2025,Basic,36-50,1,33,Sports,FALSE,
CUST001,16-05-2025,Basic,36-50,1,21,Sports,FALSE,
CUST001,17-05-2025,Basic,36-50,1,19,Sports,FALSE,
CUST001,18-05-2025,Basic,36-50,0,0,Sports,FALSE,
CUST001,19-05-2025,Basic,36-50,1,51,Sports,FALSE,
CUST001,20-05-2025,Basic,36-50,1,17,Sports,FALSE,
CUST001,21-05-2025,Basic,36-50,1,52,Sports,FALSE,
CUST001,22-05-2025,Basic,36-50,1,48,Sports,TRUE,22-05-2025
CUST002,01-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,02-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,03-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,04-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,05-04-2025,Basic,26-35,1,48,Documentaries,FALSE,
CUST002,06-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,07-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,08-04-2025,Basic,26-35,1,32,Documentaries,FALSE,
CUST002,09-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,10-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,11-04-2025,Basic,26-35,1,13,Documentaries,FALSE,
CUST002,12-04-2025,Basic,26-35,1,51,Documentaries,FALSE,
CUST002,13-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,14-04-2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,15-04-2025,Basic,26-35,1,44,Documentaries,FALSE,
CUST002,16-04-2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,17-04-2025,Basic,26-35,1,37,Documentaries,FALSE,
CUST002,18-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,19-04-2025,Basic,26-35,1,11,Documentaries,FALSE,
CUST002,20-04-2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,21-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,22-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,23-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,24-04-2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,25-04-2025,Basic,26-35,1,29,Documentaries,FALSE,
CUST002,26-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,27-04-2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,28-04-2025,Basic,26-35,1,46,Documentaries,FALSE,
CUST002,29-04-2025,Basic,26-35,1,20,Documentaries,FALSE,
CUST002,30-04-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,01-05-2025,Basic,26-35,1,11,Documentaries,FALSE,
CUST002,02-05-2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,03-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,04-05-2025,Basic,26-35,1,43,Documentaries,FALSE,
CUST002,05-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,06-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,07-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,08-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,09-05-2025,Basic,26-35,1,34,Documentaries,FALSE,
CUST002,10-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,11-05-2025,Basic,26-35,1,11,Documentaries,FALSE,
CUST002,12-05-2025,Basic,26-35,1,38,Documentaries,FALSE,
CUST002,13-05-2025,Basic,26-35,1,33,Documentaries,FALSE,
CUST002,14-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,15-05-2025,Basic,26-35,1,60,Documentaries,FALSE,
CUST002,16-05-2025,Basic,26-35,1,12,Documentaries,FALSE,
CUST002,17-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,18-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,19-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,20-05-2025,Basic,26-35,1,55,Documentaries,FALSE,
CUST002,21-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,22-05-2025,Basic,26-35,1,38,Documentaries,FALSE,
CUST002,23-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,24-05-2025,Basic,26-35,1,52,Documentaries,FALSE,
CUST002,25-05-2025,Basic,26-35,1,40,Documentaries,FALSE,
CUST002,26-05-2025,Basic,26-35,1,57,Documentaries,FALSE,
CUST002,27-05-2025,Basic,26-35,1,10,Documentaries,FALSE,
CUST002,28-05-2025,Basic,26-35,1,60,Documentaries,FALSE,
CUST002,29-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,30-05-2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,31-05-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,01-06-2025,Basic,26-35,1,32,Documentaries,FALSE,
CUST002,02-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,03-06-2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,04-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,05-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,06-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,07-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,08-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,09-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,10-06-2025,Basic,26-35,1,21,Documentaries,FALSE,
CUST002,11-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,12-06-2025,Basic,26-35,1,60,Documentaries,FALSE,
CUST002,13-06-2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,14-06-2025,Basic,26-35,1,53,Documentaries,FALSE,
CUST002,15-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,16-06-2025,Basic,26-35,1,26,Documentaries,FALSE,
CUST002,17-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,18-06-2025,Basic,26-35,1,25,Documentaries,FALSE,
CUST002,19-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,20-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,21-06-2025,Basic,26-35,1,44,Documentaries,FALSE,
CUST002,22-06-2025,Basic,26-35,1,13,Documentaries,FALSE,
CUST002,23-06-2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,24-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,25-06-2025,Basic,26-35,1,20,Documentaries,FALSE,
CUST002,26-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,27-06-2025,Basic,26-35,1,15,Documentaries,FALSE,
CUST002,28-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,29-06-2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,30-06-2025,Basic,26-35,1,46,Documentaries,FALSE,
CUST003,01-04-2025,Basic,36-50,1,48,Movies,FALSE,
CUST003,02-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,03-04-2025,Basic,36-50,1,45,Movies,FALSE,
CUST003,04-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,05-04-2025,Basic,36-50,1,39,Movies,FALSE,
CUST003,06-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,07-04-2025,Basic,36-50,1,37,Movies,FALSE,
CUST003,08-04-2025,Basic,36-50,1,49,Movies,FALSE,
CUST003,09-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,10-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,11-04-2025,Basic,36-50,1,59,Movies,FALSE,
CUST003,12-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,13-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,14-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,15-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,16-04-2025,Basic,36-50,1,17,Movies,FALSE,
CUST003,17-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,18-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,19-04-2025,Basic,36-50,1,27,Movies,FALSE,
CUST003,20-04-2025,Basic,36-50,1,33,Movies,FALSE,
CUST003,21-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,22-04-2025,Basic,36-50,1,32,Movies,FALSE,
CUST003,23-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,24-04-2025,Basic,36-50,1,20,Movies,FALSE,
CUST003,25-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,26-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,27-04-2025,Basic,36-50,1,48,Movies,FALSE,
CUST003,28-04-2025,Basic,36-50,1,21,Movies,FALSE,
CUST003,29-04-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,30-04-2025,Basic,36-50,1,40,Movies,FALSE,
CUST003,01-05-2025,Basic,36-50,1,14,Movies,FALSE,
CUST003,02-05-2025,Basic,36-50,1,15,Movies,FALSE,
CUST003,03-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,04-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,05-05-2025,Basic,36-50,1,48,Movies,FALSE,
CUST003,06-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,07-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,08-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,09-05-2025,Basic,36-50,1,26,Movies,FALSE,
CUST003,10-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,11-05-2025,Basic,36-50,1,54,Movies,FALSE,
CUST003,12-05-2025,Basic,36-50,1,43,Movies,FALSE,
CUST003,13-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,14-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,15-05-2025,Basic,36-50,1,33,Movies,FALSE,
CUST003,16-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,17-05-2025,Basic,36-50,1,27,Movies,FALSE,
CUST003,18-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,19-05-2025,Basic,36-50,1,57,Movies,FALSE,
CUST003,20-05-2025,Basic,36-50,1,12,Movies,FALSE,
CUST003,21-05-2025,Basic,36-50,1,39,Movies,FALSE,
CUST003,22-05-2025,Basic,36-50,1,15,Movies,FALSE,
CUST003,23-05-2025,Basic,36-50,1,38,Movies,FALSE,
CUST003,24-05-2025,Basic,36-50,1,27,Movies,FALSE,
CUST003,25-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,26-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,27-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,28-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,29-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,30-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,31-05-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,01-06-2025,Basic,36-50,1,12,Movies,FALSE,
CUST003,02-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,03-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,04-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,05-06-2025,Basic,36-50,1,42,Movies,FALSE,
CUST003,06-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,07-06-2025,Basic,36-50,1,31,Movies,FALSE,
CUST003,08-06-2025,Basic,36-50,1,53,Movies,FALSE,
CUST003,09-06-2025,Basic,36-50,1,46,Movies,FALSE,
CUST003,10-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,11-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,12-06-2025,Basic,36-50,1,17,Movies,FALSE,
CUST003,13-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,14-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,15-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,16-06-2025,Basic,36-50,1,47,Movies,FALSE,
CUST003,17-06-2025,Basic,36-50,1,22,Movies,FALSE,
CUST003,18-06-2025,Basic,36-50,1,14,Movies,FALSE,
CUST003,19-06-2025,Basic,36-50,1,40,Movies,FALSE,
CUST003,20-06-2025,Basic,36-50,1,12,Movies,FALSE,
CUST003,21-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,22-06-2025,Basic,36-50,1,20,Movies,FALSE,
CUST003,23-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,24-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,25-06-2025,Basic,36-50,1,19,Movies,FALSE,
CUST003,26-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,27-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,28-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,29-06-2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,30-06-2025,Basic,36-50,1,55,Movies,FALSE,
CUST004,01-04-2025,Standard,51+,1,43,Sports,FALSE,
CUST004,02-04-2025,Standard,51+,1,56,Sports,FALSE,
CUST004,03-04-2025,Standard,51+,1,94,Sports,FALSE,
CUST004,04-04-2025,Standard,51+,1,111,Sports,FALSE,
CUST004,05-04-2025,Standard,51+,1,52,Sports,FALSE,
CUST004,06-04-2025,Standard,51+,1,101,Sports,FALSE,
CUST004,07-04-2025,Standard,51+,1,114,Sports,FALSE,
CUST004,08-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,09-04-2025,Standard,51+,1,112,Sports,FALSE,
CUST004,10-04-2025,Standard,51+,1,47,Sports,FALSE,
CUST004,11-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,12-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,13-04-2025,Standard,51+,1,55,Sports,FALSE,
CUST004,14-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,15-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,16-04-2025,Standard,51+,1,100,Sports,FALSE,
CUST004,17-04-2025,Standard,51+,1,102,Sports,FALSE,
CUST004,18-04-2025,Standard,51+,1,81,Sports,FALSE,
CUST004,19-04-2025,Standard,51+,1,93,Sports,FALSE,
CUST004,20-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,21-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,22-04-2025,Standard,51+,1,120,Sports,FALSE,
CUST004,23-04-2025,Standard,51+,1,103,Sports,FALSE,
CUST004,24-04-2025,Standard,51+,1,81,Sports,FALSE,
CUST004,25-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,26-04-2025,Standard,51+,1,61,Sports,FALSE,
CUST004,27-04-2025,Standard,51+,1,93,Sports,FALSE,
CUST004,28-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,29-04-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,30-04-2025,Standard,51+,1,93,Sports,FALSE,
CUST004,01-05-2025,Standard,51+,1,50,Sports,FALSE,
CUST004,02-05-2025,Standard,51+,1,34,Sports,FALSE,
CUST004,03-05-2025,Standard,51+,1,77,Sports,FALSE,
CUST004,04-05-2025,Standard,51+,1,114,Sports,FALSE,
CUST004,05-05-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,06-05-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,07-05-2025,Standard,51+,1,89,Sports,FALSE,
CUST004,08-05-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,09-05-2025,Standard,51+,1,77,Sports,FALSE,
CUST004,10-05-2025,Standard,51+,1,67,Sports,FALSE,
CUST004,11-05-2025,Standard,51+,1,68,Sports,FALSE,
CUST004,12-05-2025,Standard,51+,1,31,Sports,FALSE,
CUST004,13-05-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,14-05-2025,Standard,51+,1,78,Sports,FALSE,
CUST004,15-05-2025,Standard,51+,1,94,Sports,FALSE,
CUST004,16-05-2025,Standard,51+,1,40,Sports,FALSE,
CUST004,17-05-2025,Standard,51+,1,60,Sports,FALSE,
CUST004,18-05-2025,Standard,51+,1,89,Sports,FALSE,
CUST004,19-05-2025,Standard,51+,1,102,Sports,FALSE,
CUST004,20-05-2025,Standard,51+,1,80,Sports,FALSE,
CUST004,21-05-2025,Standard,51+,1,38,Sports,FALSE,
CUST004,22-05-2025,Standard,51+,1,46,Sports,FALSE,
CUST004,23-05-2025,Standard,51+,1,67,Sports,FALSE,
CUST004,24-05-2025,Standard,51+,1,53,Sports,FALSE,
CUST004,25-05-2025,Standard,51+,1,54,Sports,FALSE,
CUST004,26-05-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,27-05-2025,Standard,51+,1,54,Sports,FALSE,
CUST004,28-05-2025,Standard,51+,1,114,Sports,FALSE,
CUST004,29-05-2025,Standard,51+,1,118,Sports,FALSE,
CUST004,30-05-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,31-05-2025,Standard,51+,1,66,Sports,FALSE,
CUST004,01-06-2025,Standard,51+,1,113,Sports,FALSE,
CUST004,02-06-2025,Standard,51+,1,76,Sports,FALSE,
CUST004,03-06-2025,Standard,51+,1,38,Sports,FALSE,
CUST004,04-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,05-06-2025,Standard,51+,1,39,Sports,FALSE,
CUST004,06-06-2025,Standard,51+,1,103,Sports,FALSE,
CUST004,07-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,08-06-2025,Standard,51+,1,90,Sports,FALSE,
CUST004,09-06-2025,Standard,51+,1,111,Sports,FALSE,
CUST004,10-06-2025,Standard,51+,1,83,Sports,FALSE,
CUST004,11-06-2025,Standard,51+,1,90,Sports,FALSE,
CUST004,12-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,13-06-2025,Standard,51+,1,99,Sports,FALSE,
CUST004,14-06-2025,Standard,51+,1,43,Sports,FALSE,
CUST004,15-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,16-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,17-06-2025,Standard,51+,1,105,Sports,FALSE,
CUST004,18-06-2025,Standard,51+,1,58,Sports,FALSE,
CUST004,19-06-2025,Standard,51+,1,56,Sports,FALSE,
CUST004,20-06-2025,Standard,51+,1,49,Sports,FALSE,
CUST004,21-06-2025,Standard,51+,1,107,Sports,FALSE,
CUST004,22-06-2025,Standard,51+,1,112,Sports,FALSE,
CUST004,23-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,24-06-2025,Standard,51+,1,118,Sports,FALSE,
CUST004,25-06-2025,Standard,51+,1,44,Sports,FALSE,
CUST004,26-06-2025,Standard,51+,1,119,Sports,FALSE,
CUST004,27-06-2025,Standard,51+,1,61,Sports,FALSE,
CUST004,28-06-2025,Standard,51+,1,98,Sports,FALSE,
CUST004,29-06-2025,Standard,51+,0,0,Sports,FALSE,
CUST004,30-06-2025,Standard,51+,1,44,Sports,FALSE,
CUST005,01-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,02-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,03-04-2025,Premium,18-25,1,71,Documentaries,FALSE,
CUST005,04-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,05-04-2025,Premium,18-25,1,116,Documentaries,FALSE,
CUST005,06-04-2025,Premium,18-25,1,121,Documentaries,FALSE,
CUST005,07-04-2025,Premium,18-25,1,91,Documentaries,FALSE,
CUST005,08-04-2025,Premium,18-25,1,128,Documentaries,FALSE,
CUST005,09-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,10-04-2025,Premium,18-25,1,170,Documentaries,FALSE,
CUST005,11-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,12-04-2025,Premium,18-25,1,168,Documentaries,FALSE,
CUST005,13-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,14-04-2025,Premium,18-25,1,174,Documentaries,FALSE,
CUST005,15-04-2025,Premium,18-25,1,119,Documentaries,FALSE,
CUST005,16-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,17-04-2025,Premium,18-25,1,124,Documentaries,FALSE,
CUST005,18-04-2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,19-04-2025,Premium,18-25,1,161,Documentaries,FALSE,
CUST005,20-04-2025,Premium,18-25,1,100,Documentaries,FALSE,
CUST005,21-04-2025,Premium,18-25,1,134,Documentaries,FALSE,
CUST005,22-04-2025,Premium,18-25,1,104,Documentaries,FALSE,
CUST005,23-04-2025,Premium,18-25,1,163,Documentaries,FALSE,
CUST005,24-04-2025,Premium,18-25,1,84,Documentaries,FALSE,
CUST005,25-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,26-04-2025,Premium,18-25,1,150,Documentaries,FALSE,
CUST005,27-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,28-04-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,29-04-2025,Premium,18-25,1,178,Documentaries,FALSE,
CUST005,30-04-2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,01-05-2025,Premium,18-25,1,130,Documentaries,FALSE,
CUST005,02-05-2025,Premium,18-25,1,145,Documentaries,FALSE,
CUST005,03-05-2025,Premium,18-25,1,72,Documentaries,FALSE,
CUST005,04-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,05-05-2025,Premium,18-25,1,133,Documentaries,FALSE,
CUST005,06-05-2025,Premium,18-25,1,86,Documentaries,FALSE,
CUST005,07-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,08-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,09-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,10-05-2025,Premium,18-25,1,143,Documentaries,FALSE,
CUST005,11-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,12-05-2025,Premium,18-25,1,148,Documentaries,FALSE,
CUST005,13-05-2025,Premium,18-25,1,66,Documentaries,FALSE,
CUST005,14-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,15-05-2025,Premium,18-25,1,89,Documentaries,FALSE,
CUST005,16-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,17-05-2025,Premium,18-25,1,117,Documentaries,FALSE,
CUST005,18-05-2025,Premium,18-25,1,170,Documentaries,FALSE,
CUST005,19-05-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,20-05-2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,21-05-2025,Premium,18-25,1,117,Documentaries,FALSE,
CUST005,22-05-2025,Premium,18-25,1,131,Documentaries,FALSE,
CUST005,23-05-2025,Premium,18-25,1,156,Documentaries,FALSE,
CUST005,24-05-2025,Premium,18-25,1,176,Documentaries,FALSE,
CUST005,25-05-2025,Premium,18-25,1,179,Documentaries,FALSE,
CUST005,26-05-2025,Premium,18-25,1,66,Documentaries,FALSE,
CUST005,27-05-2025,Premium,18-25,1,97,Documentaries,FALSE,
CUST005,28-05-2025,Premium,18-25,1,155,Documentaries,FALSE,
CUST005,29-05-2025,Premium,18-25,1,93,Documentaries,FALSE,
CUST005,30-05-2025,Premium,18-25,1,159,Documentaries,FALSE,
CUST005,31-05-2025,Premium,18-25,1,180,Documentaries,FALSE,
CUST005,01-06-2025,Premium,18-25,1,104,Documentaries,FALSE,
CUST005,02-06-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,03-06-2025,Premium,18-25,1,138,Documentaries,FALSE,
CUST005,04-06-2025,Premium,18-25,1,80,Documentaries,FALSE,
CUST005,05-06-2025,Premium,18-25,1,111,Documentaries,FALSE,
CUST005,06-06-2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,07-06-2025,Premium,18-25,1,131,Documentaries,FALSE,
CUST005,08-06-2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,09-06-2025,Premium,18-25,1,128,Documentaries,FALSE,
CUST005,10-06-2025,Premium,18-25,1,78,Documentaries,FALSE,
CUST005,11-06-2025,Premium,18-25,1,74,Documentaries,FALSE,
CUST005,12-06-2025,Premium,18-25,1,180,Documentaries,FALSE,
CUST005,13-06-2025,Premium,18-25,1,151,Documentaries,FALSE,
CUST005,14-06-2025,Premium,18-25,1,167,Documentaries,FALSE,
CUST005,15-06-2025,Premium,18-25,0,0,Documentaries,FALSE,
